,Inspector,Violations,Address
1780,Diana Garcia,"['10', '30', '32', '45']",7009  SAN PEDRO AV
1781,John Payelle,"['19', '19', '21', '47', '47']",11267  HUEBNER RD
1782,Lauren Schumacher,"['10', '36', '36', '37', '39']",849  COMMERCE ST E
1783,Daniel Guzman,"['2', '3', '18', '39', '46']",11420  POTEET JDTN FY    #2
1784,Daisy Zamora,"['30', '32', '35', '41', '47']",11470  PERRIN BEITEL
1785,MICHELLE MORENO,"['20', '21']",3586  CULEBRA RD
1786,Sean Gilbert,"['10', '27', '30', '43']",11811  W FM 1604 N
1787,Nathan Balfour,"['9', '39', '39', '42']",7114  UTSA BLVD
1788,John Payelle,"['19', '35']",11075  IH 10 W
1789,Daniel Guzman,"['2', '31', '42', '42', '45']",1382  GILLETTE BLVD
1790,Daisy Zamora,"['21', '42', '45', '47']",12119  SAN MIGUEL
1791,Benito Zuniga,"['31', '35']",70  LOOP 410 NE
1792,Adan Zamora,"['30', '47']",3906  S NEW BRNFLS
1793,Daniel Guzman,"['2', '3', '37', '43', '46']",11015  POTEET JDTN FY    #2
1794,Jacob Johanson,"['29', '39', '39', '39']",3853  ST MARYS N
1795,Deborah Liu,['29'],8719  WURZBACH RD
1796,Deborah Liu,['33'],9911  FREDSBG RD
1797,RYAN DAVIS,['23'],11743  WEST AV
1798,John Payelle,"['47', '47']",11075  IH 10 W
1799,Nathan Balfour,['34'],6839  BABCOCK RD
1800,Jacob Johanson,['46'],1472  AUSTIN HWY
1801,RYAN DAVIS,['45'],12050  BLANCO RD
1802,Raul Jimenez,"['36', '40']",4538  VANCE JACKSON
1803,Sean Gilbert,"['1', '30']",5615  W FM 1604 N
1804,Juanicia Page,['2'],8839  SW LOOP 410
1805,Raul Jimenez,[],2627  KERRYBROOK CT
1806,Juanicia Page,['2'],5667  OLD PEARSALL
1807,Erica Llanas,['30'],13152  INDEPENDNCE AV
1808,Victoria Paredes,[],4050  APOLLO ST
1809,Victoria Paredes,[],6919  FLORES ST S
1810,Sean Gilbert,"['30', '39']",5535  W FM 1604 N
1811,William Hudson,[],18403  BLANCO RD
1812,Victoria Paredes,[],422  ASHLEY RD
1813,Sean Gilbert,['30'],5619  W FM 1604 N
1814,Benito Zuniga,[],13307  US 281 HWY
1815,Nathan Balfour,[],5811  UNIVERSITY HTS
1816,Kassandra Aguilar,['2'],921  NOLAN ST
1817,Cicily Martinez,[],919  HILDEBRAND W
1818,Victoria Paredes,[],9131  YETT AV
1819,Kathleen Prenzler,['30'],2569  LOOP 410 NE
1820,RYAN DAVIS,[],823  LOCKHILL SELMA
1821,Adan Zamora,['30'],4302  SOUTHCROSS E
1822,Victoria Paredes,[],4040  APOLLO
1823,RYAN DAVIS,[],11701  BLANCO RD
1824,William Hudson,[],18403  BLANCO RD
1825,Lauren Schumacher,"['2', '9', '10', '14', '28', '29', '31', '33', '34', '34', '35', '37', '37', '39', '43', '43', '45', '45', '47', '47', '47']",849  COMMERCE ST E
1826,Lauren Schumacher,"['2', '10', '21', '28', '29', '31', '37', '37', '39', '39', '41', '45', '47']",849  COMMERCE ST E
1827,Cicily Martinez,"['9', '14', '18', '22', '32', '37', '41', '47']",114  FREDERICKSBURG RD
1828,Cicily Martinez,"['2', '21', '22', '30', '37', '40', '42', '42', '43', '45', '46']",321  FREDSBG RD
1829,Debra Hernandez,"['2', '27', '28', '30', '31', '33', '34', '36', '37', '38', '42', '45', '46', '46']",2123  CULEBRA RD
1830,Kathleen Prenzler,"['9', '9', '10', '10', '10', '10', '18', '29', '30', '37', '42']",8134  BROADWAY
1831,Kathleen Prenzler,"['18', '21', '29', '30', '31', '35', '43', '47']",2431  AUSTIN HWY
1832,Deborah Liu,"['6', '10', '21', '22', '28', '29', '37', '37', '44']",5527  BABCOCK RD
1833,Daisy Zamora,"['21', '28', '30', '32', '35', '37', '42', '44', '45', '45']",4127  NACO PERRIN BV
1834,Raul Jimenez,"['10', '21', '24', '28', '31', '34', '35', '37', '39', '42']",3233  LOOP 410 NW
1835,Bamba Njie,"['2', '9', '18', '31', '43', '47']",612  COMMERCE ST W     F1
1836,Sean Gilbert,"['1', '2', '7', '28', '30', '31', '31', '40', '45', '47']",6626  W 1604 N
1837,Erica Llanas,"['20', '31', '42']",15171  JUDSON RD
1838,Daniel Guzman,"['2', '3', '18', '28', '31', '45', '46']",151  MOURSUND BV
1839,Lauren Schumacher,"['10', '18', '35', '37', '39', '39', '39']",849  COMMERCE ST E
1840,Benito Zuniga,"['21', '22', '34', '37', '37', '39', '42']",226  BITTERS RD W
1841,Benito Zuniga,"['2', '7', '34']",29  LOOP 410 NE
1842,Kathleen Prenzler,"['10', '10', '29', '33', '47', '47']",2818  LOOP 410 NE
1843,Kacie Patrick,"['1', '15']",26478  U S 281 N
1844,Daisy Zamora,"['22', '31', '41', '47']",11910  PERRIN BEITEL
1845,Kathleen Prenzler,"['2', '29', '29', '30', '46', '46']",2363  AUSTIN HWY
1846,Jacob Johanson,"['30', '32', '46']",1375  AUSTIN HWY
1847,Daniel Guzman,"['2', '3', '21', '31', '37']",9903  HUNTERS POND
1848,Erica Llanas,"['6', '30', '33', '43', '43', '45', '45', '47']",15171  JUDSON RD
1849,Sean Gilbert,"['19', '42', '45', '45']",11398  BANDERA RD
1850,Adan Zamora,"['19', '30', '42', '47']",2035  HACKBERRY ST S
1851,Bamba Njie,"['30', '31', '47']",612  COMMERCE ST W     F1
1852,Daniel Guzman,"['2', '3', '42', '43', '45', '46']",1  LONE STAR PASS    # 603
1853,John Payelle,"['3', '47']",11745  IH 10 W
1854,Amanda Cantu,"['18', '21', '29', '40']",4038  IH 10 E
1855,Kathleen Prenzler,"['14', '30', '39']",8602  BOTTS LANE
1856,Daniel Guzman,"['2', '3', '29', '37', '38']",15415  APPLEWHITE RD     #105
1857,Lauren Schumacher,"['31', '36', '39', '39']",849  COMMERCE ST E
1858,Bamba Njie,"['2', '3', '28', '37', '45']",612  COMMERCE ST W     F1
1859,Erica Llanas,"['30', '40', '42', '43', '47']",17822  BULVERDE RD
1860,Nathan Balfour,['18'],14900  KYLE SEALE PY
1861,Kacie Patrick,"['37', '39', '40']",23503  HARDY OAK BLVD
1862,Daisy Zamora,"['21', '28', '30', '35']",4415  RIO D ORO DR
1863,John Payelle,['19'],11255  HUEBNER RD
1864,Victoria Paredes,['7'],12121  LOOP 410 SE
1865,Adan Zamora,"['25', '30', '45']",4674  PRESA ST S
1866,Erica Llanas,"['22', '30', '47']",17910  BULVERDE RD
1867,Sumner Bumgardner,"['29', '35']",302  PEARL PY
1868,John Payelle,"['34', '34', '42', '47']",11255  HUEBNER RD
1869,Sumner Bumgardner,"['22', '35']",312  PEARL PY          #01
1870,Raul Jimenez,"['21', '47']",7703  BRIARIDGE DR
1871,Bamba Njie,"['30', '45', '45', '45']",612  COMMERCE ST W     F1
1872,Victoria Paredes,['31'],3803  LYSTER RD
1873,Juanicia Page,['28'],5050  MILITARY DR SW
1874,Mario Cavazos,"['2', '45', '46', '46']",2825  CHIHUAHUA ST
1875,Amanda Cantu,"['21', '30', '41', '45']",4415  ROCKDALE
1876,Sean Gilbert,['27'],5439  W FM 1604 N
1877,Amanda Cantu,"['30', '43', '45']",5619  IH 10 E
1878,Adan Zamora,"['30', '43', '45']",2347  SOUTHCROSS E
1879,Jacob Johanson,['30'],1369  AUSTIN HWY
1880,Rebecca Vera,"['44', '45']",1202  PLEASANTON RD
1881,Juanicia Page,"['42', '45', '45']",5530  MILITARY DR W
1882,Daisy Zamora,"['22', '30']",12309  NACOGDOCHES RD
1883,Bamba Njie,['35'],612  COMMERCE ST W     F1
1884,Bamba Njie,['41'],623  PECOS LA TRND S
1885,Juanicia Page,['39'],5402  MILITARY DR W
1886,Bamba Njie,['37'],239  STARK
1887,Kacie Patrick,[],20210  STONE OAK PY
1888,Sean Gilbert,[],11558  BANDERA RD
1889,Deborah Liu,[],5803  BABCOCK RD
1890,Kacie Patrick,[],20203  STONE OAK PY
1891,Adan Zamora,['30'],2031  GOLIAD RD
1892,Victoria Paredes,[],1300  DEL LAGO PY
1893,Rebecca Vera,[],706  NEW LAREDO HWY
1894,Kacie Patrick,[],21639  HARDY OAK BLVD
1895,Debra Hernandez,['30'],2101  LEAL ST
1896,Bamba Njie,[],830  PRESA ST S
1897,Victoria Paredes,[],9210  PRESA ST S
1898,Nathan Balfour,[],15707  CHASE HILL
1899,Jacob Johanson,[],6514  NEW BRNFLS N
1900,Amanda Cantu,"['21', '30']",5619  IH 10 E
1901,William Hudson,[],1602  THOUSAND OAKS
1902,John Payelle,[],11745  IH 10 W
1903,Jacob Johanson,[],2908  BROADWAY
1904,William Hudson,[],1130  N FM 1604 W       #105
1905,Sumner Bumgardner,[],312  PEARL PY          #01
1906,William Hudson,[],1602  THOUSAND OAKS
1907,Erica Llanas,['30'],5130  N FM 1604 E
1908,Kathleen Prenzler,"['1', '9', '14', '19', '19', '19', '21', '22', '27', '29', '30', '34', '43', '45', '46', '47', '47']",1790  AUSTIN HWY
1909,Benito Zuniga,"['10', '22', '29', '29', '31', '31', '31']",9800  AIRPORT BV        150
1910,Nathan Balfour,"['7', '31', '33', '45', '46']",7038  UTSA BLVD
1911,Deborah Liu,"['2', '2', '21', '31']",8403  FLOYD CURL DR
1912,Juanicia Page,"['2', '18', '31', '33']",6903  MILITARY DR W
1913,John Payelle,"['18', '21', '37']",14602  HUEBNER RD
1914,Nathan Balfour,"['6', '31']",7280  UTSA BLVD
1915,Amanda Cantu,"['18', '31', '47']",3455  MARTIN L KING
1916,Jacob Johanson,"['2', '31']",819  MULBERRY AV E
1917,Mario Cavazos,"['2', '22', '31', '31']",619  GEN MCMULLEN S
1918,Sean Gilbert,"['22', '30', '31', '31', '43', '45']",5738  W FM 1604 N
1919,Bamba Njie,"['2', '3', '37', '43', '45']",400  EAGLELAND
1920,Erica Llanas,"['28', '30', '43']",16711  NACOGDOCHES RD
1921,Benito Zuniga,['7'],10110  US 281 N
1922,Diana Garcia,"['30', '36', '42', '45']",255  BASSE E           #310
1923,Mario Cavazos,"['2', '23', '30', '46', '46']",2209  GUADALUPE ST
1924,Diana Garcia,"['22', '30', '45']",255  BASSE E           #310
1925,Mario Cavazos,['30'],1200  EL PASO ST
1926,Joe Mokry,['32'],9700  MILITARY DR W
1927,Mario Cavazos,"['2', '30']",130  SAN AGUSTINE S
1928,Erica Llanas,"['30', '42', '46']",6826  N FM 1604 E
1929,Bamba Njie,"['2', '3', '21', '22', '28', '37', '41']",1127  ST MARYS S
1930,Joe Mokry,['39'],302  W 1604 N
1931,Joe Mokry,[],11212  STATE HWY 151
1932,Erica Llanas,['30'],15010  JUDSON RD
1933,Kathleen Prenzler,['30'],3027  NACOGDOCHES RD
1934,Fermin Garza,['30'],9740  RABA DR
1935,John Payelle,[],11703  HUEBNER RD
1936,Kacie Patrick,[],700  EAST SONTERRA
1937,Nathan Balfour,[],7280  UTSA BLVD
1938,Mario Cavazos,"['2', '30']",1321  EL PASO ST
1939,Deborah Liu,[],8007  FREDERICKSBURG
1940,Kacie Patrick,[],18514  SONTERRA PLACE
1941,Nathan Balfour,[],7280  UTSA BLVD
1942,RYAN DAVIS,[],12730  VISTA DEL NORT
1943,RYAN DAVIS,[],8517  BLANCO RD
1944,Lauren Schumacher,"['2', '9', '10', '29', '31', '36', '36', '39', '47']",849  COMMERCE ST E
1945,Cicily Martinez,"['1', '9', '10', '15', '35', '35', '35', '37', '39', '42']",1401  HILDEBRAND W
1946,Erica Llanas,"['14', '18', '21', '22', '30', '35', '43', '43']",3111  TPC PARKWAY
1947,Benito Zuniga,"['6', '14', '35', '35', '39', '43', '45', '47']",8922  AIRPORT BLVD
1948,Joe Mokry,"['9', '21', '29', '32', '42', '47']",10038  POTRANCO RD
1949,Lauren Schumacher,"['2', '10', '34', '37', '39', '39', '47', '47']",849  COMMERCE ST E
1950,William Hudson,"['10', '19', '33', '42', '43']",1903  N FM 1604 E       #1106
1951,Lauren Schumacher,"['10', '28', '29', '36', '39', '39', '47']",101  BOWIE ST
1952,Fermin Garza,"['20', '30', '32', '34', '42', '45', '47']",8753  GRISSOM RD
1953,Benito Zuniga,"['9', '10', '39', '43', '47']",8922  AIRPORT BLVD
1954,Sean Gilbert,"['28', '31', '32', '36', '39', '39', '45', '47']",10555  CULEBRA RD        #101
1955,Sean Gilbert,"['1', '10', '18', '28', '38', '43', '45', '45', '45', '47']",10919  CULEBRA RD
1956,Debra Hernandez,"['2', '10', '32', '34', '39', '47']",420  BANDERA RD
1957,Amanda Cantu,"['18', '20', '30', '41', '45']",4927  RIGSBY AV
1958,Sumner Bumgardner,"['21', '22', '29', '32']",700  ST MARYS N        #150
1959,Kacie Patrick,"['15', '31', '31', '37', '39', '39', '39', '46']",19141  STONE OAK PY      #305
1960,John Payelle,"['2', '9', '47', '47', '47']",11703  HUEBNER RD
1961,Lauren Schumacher,"['9', '35', '37', '39', '41']",849  COMMERCE ST E
1962,MICHELLE MORENO,"['10', '21', '22', '31', '32', '33', '37', '42']",1619  BANDERA RD
1963,Sean Gilbert,"['18', '18', '28', '30', '32', '37', '37', '39']",10203  CULEBRA RD        #7
1964,Kacie Patrick,"['22', '36', '39', '39', '45', '46']",19141  STONE OAK PY      #305
1965,Monica Caballero,"['28', '30', '37', '39', '42', '45']",1142  CUPPLES RD
1966,Nathan Balfour,"['3', '7']",6576  BABCOCK RD        #1
1967,Victoria Paredes,"['3', '7']",3302  MILITARY DR SE    #107
1968,Diana Garcia,"['20', '22', '30', '45']",5900  SAN PEDRO AV
1969,Victoria Paredes,"['30', '31', '37']",8202  CITY BASE LNDG
1970,John Payelle,"['9', '21']",6447  CAMP BULLIS RD
1971,Sean Gilbert,"['6', '24', '25', '31', '32', '45']",11619  BANDERA RD
1972,John Payelle,"['19', '47', '47', '47']",14510  MILITARY HY NW
1973,John Payelle,"['19', '45']",11745  IH 10 W
1974,Nathan Balfour,"['1', '39', '39']",8342  N 1604 W
1975,Victoria Paredes,"['31', '35', '42']",3302  MILITARY DR SE    #107
1976,Juanicia Page,"['10', '42', '42']",8111  WESTSHIRE DR
1977,Diana Garcia,"['22', '28', '30']",746  LOOP 410 NW
1978,Debra Hernandez,"['2', '30', '31', '46']",3103  MARTIN ST W
1979,Daniel Guzman,"['2', '42', '43', '45']",3614  PLEASANTON RD
1980,Daniel Guzman,"['2', '3', '36', '42', '45']",13907  LOOP 410 SW
1981,Daniel Guzman,"['2', '3', '37', '39', '42', '42']",1402  GILLETTE BLVD
1982,Jacob Johanson,"['15', '21']",300  OLMOS DR W
1983,Victoria Paredes,['18'],8222  CITY BASE LNDG
1984,Sean Gilbert,"['27', '30', '40']",11613  BANDERA RD
1985,Erica Arreola,"['27', '47']",226  FEST ST E         #1
1986,Kacie Patrick,"['33', '36']",18360  BLANCO RD         #122
1987,Sumner Bumgardner,['19'],901  HOUSTON ST E
1988,Cicily Martinez,"['22', '30', '35']",1416  HILDEBRAND W
1989,Diana Garcia,"['30', '45', '47']",7400  SAN PEDRO AV      #144
1990,Erica Arreola,"['34', '45']",2202  FLORES ST S
1991,Victoria Paredes,['22'],3170  MILITARY DR SE
1992,Diana Garcia,"['30', '31']",999  BASSE E
1993,RYAN DAVIS,[],11725  WEST AV
1994,Sumner Bumgardner,[],1010  ST MARYS N
1995,Sean Gilbert,[],11719  BANDERA RD
1996,Erica Arreola,[],3950  ZARZAMORA ST S
1997,Daisy Zamora,"['21', '30']",13465  WETMORE RD
1998,RYAN DAVIS,[],11825  WEST AV
1999,RYAN DAVIS,[],11755  WEST AV
2000,Diana Garcia,['30'],7400  SAN PEDRO AV      #144
2001,Adan Zamora,[],5819  PECAN VALLEY D
2002,Adan Zamora,['30'],3523  MILITARY DR SE
2003,Fermin Garza,['30'],8661  SILENT SUNRISE
2004,Adan Zamora,['30'],822  HOT WELLS BV
2005,Adan Zamora,['30'],3838  SOUTHCROSS E
2006,Debra Hernandez,"['2', '30']",1338  CULEBRA RD
2007,Debra Hernandez,"['2', '30']",1315  TEXAS AV
2008,William Hudson,[],18255  BLANCO RD
2009,William Hudson,[],16414  US 281 N          #202
2010,Jacob Johanson,[],300  OLMOS DR W
2011,Jacob Johanson,[],3401  SAN PEDRO AV
2012,William Hudson,[],1834  N 1604 W
2013,Joe Mokry,[],11106  CHRISTUS HILLS
2014,Lauren Schumacher,"['2', '9', '18', '18', '28', '29', '29', '31', '35', '35', '35', '35', '36', '37', '38', '39', '39', '39', '39', '39', '42', '43', '45', '45']",516  HOUSTON ST E
2015,Daisy Zamora,"['1', '9', '28', '30', '32', '37', '45', '47']",12639  NACOGDOCHES RD
2016,Lauren Schumacher,"['9', '10', '10', '34', '36', '39', '39', '39', '39', '39', '43', '45', '45']",521  RIVERWALK
2017,Bamba Njie,"['3', '20', '29', '31', '34', '36', '43']",101  COMMERCE ST W
2018,Rebecca Vera,"['24', '29', '32', '42', '45', '46']",1402  BRUNSWICK BV
2019,Erica Arreola,"['31', '32', '34', '36', '41', '42', '47', '47']",2920  NOGALITOS ST
2020,Cicily Martinez,"['9', '15', '30', '37', '37', '39']",450  FREDSBG RD
2021,Lauren Schumacher,"['10', '31', '36', '39', '39', '39', '39']",406  NAVARRO ST
2022,Erica Llanas,"['18', '22', '34', '47', '47']",15150  NACOGDOCHES RD
2023,Daniel Guzman,"['2', '3', '20', '37', '42', '43']",3106  COMMERCIAL AV
2024,Nathan Balfour,"['5', '33', '34']",1  UTSA CIR
2025,Joe Mokry,"['30', '34', '39', '45']",9385  MARBACH RD
2026,Deborah Liu,"['10', '29']",1  UTSA CIR
2027,Benito Zuniga,"['21', '24', '42']",9311  SAN PEDRO AV
2028,Daniel Guzman,"['2', '3', '10', '42', '45']",7715  ZARZAMORA S
2029,Erica Arreola,"['32', '45', '47']",818  COMMERCIAL AV
2030,John Payelle,"['10', '42']",25127  IH 10 W
2031,Erica Arreola,"['32', '34', '43']",503  MITCHELL ST W
2032,Adan Zamora,['18'],4138  NEW BRNFLS S
2033,Nathan Balfour,"['30', '34']",1  UTSA CIR
2034,Deborah Liu,['2'],1  UTSA CIR
2035,Monica Caballero,"['28', '30', '37']",629  ENRIQUE M BARRERA PKWY
2036,Nathan Balfour,"['34', '39', '41']",1  UTSA CIR
2037,Fermin Garza,['30'],9358  CULEBRA RD
2038,Joe Mokry,['32'],9903  NATIONWIDE DR
2039,Deborah Liu,['30'],1  UTSA CIR
2040,Nathan Balfour,['30'],1  UTSA CIR
2041,Bamba Njie,"['2', '3', '18', '41', '45']",519  HOUSTON ST W
2042,Bamba Njie,"['2', '3', '35']",318  HOUSTON ST W
2043,Daniel Guzman,['46'],339  HUTCHINS PL W
2044,Monica Caballero,"['30', '42']",603  HEARNE AV
2045,Victoria Paredes,['42'],1200  MILITARY DR SE
2046,Deborah Liu,['34'],1  UTSA CIR
2047,Bamba Njie,"['2', '21', '22', '28', '30']",403  BLUE STAR
2048,RYAN DAVIS,[],1218  BITTERS RD W
2049,Joe Mokry,[],1739  LOOP 410 SW       #810
2050,John Payelle,[],25135  IH 10 W
2051,Adan Zamora,['30'],6211  NEW BRNFLS S
2052,Adan Zamora,[],2600  RIGSBY AV
2053,Nathan Balfour,[],1  UTSA CIR
2054,William Hudson,[],1807  N 1604 E
2055,Victoria Paredes,['2'],1200  MILITARY DR SE
2056,Deborah Liu,[],1  UTSA CIR
2057,Benito Zuniga,[],601  LOOP 410 NW       #250
2058,RYAN DAVIS,[],1218  BITTERS RD W
2059,Nathan Balfour,[],1  UTSA CIR
2060,Daniel Guzman,[],3150  MILITARY DR SW
2061,RYAN DAVIS,[],16600  HUEBNER RD        #101
2062,RYAN DAVIS,[],14855  BLANCO RD
2063,Juanicia Page,[],6735  MEDINA BASE RD
2064,Victoria Paredes,[],1200  MILITARY DR SE
2065,Rebecca Vera,[],7019  ZARZAMORA ST S
2066,Juanicia Page,"['10', '10', '35', '37', '39']",9333  LOOP 410 SW
2067,William Emminger,"['10', '15', '32', '39']",1289  LOOP 410 SW
2068,Bernard Capdeboscq,"['21', '22', '32', '35', '35', '36', '38', '45']",4408  WALZEM RD
2069,Daniel Guzman,"['2', '47', '47']",7838  BARLITE BLVD
2070,William Hudson,"['18', '31', '35']",1616  N FM 1604 E
2071,Kathleen Prenzler,"['21', '22', '30', '33', '34', '35', '37', '39', '39', '45', '47', '47']",3360  OAKWELL CT
2072,Amanda Cantu,"['21', '30', '35']",6359  RITTIMAN RD
2073,Debra Hernandez,"['2', '30']",3300  RUIZ ST
2074,Erica Arreola,[],2022  ZARZAMORA S
2075,Bernard Capdeboscq,"['21', '30', '32', '37', '41', '45']",5911  GIBBS SPRAWL
2076,Kacie Patrick,[],158  EAST SONTERRA     #101
2077,Rebecca Vera,"['1', '15', '21', '22', '27', '29', '31', '32', '43', '46']",2031  MC CAULEY DR
2078,Bernard Capdeboscq,"['18', '21', '28', '30', '31', '39']",4404  WALZEM RD
2079,Bernard Capdeboscq,"['18', '31', '34', '39']",4455  WALZEM RD
2080,Daniel Guzman,"['2', '34', '45']",8610  ZARZAMORA ST S
2081,Erica Arreola,"['21', '31', '31']",4616  FLORES ST S
2082,Lauren Schumacher,"['2', '10', '29', '34', '37', '37', '39', '39', '39', '45']",849  COMMERCE ST E
2083,Monica Caballero,"['30', '31', '37', '44', '45']",1126  CUPPLES RD
2084,Rebecca Vera,[],2555  MILITARY DR SW
2085,William Hudson,[],1150  N FM 1604 W
2086,Bamba Njie,"['2', '3', '29', '33', '36', '41', '43']",150  HOUSTON ST E
2087,Jacob Johanson,"['18', '21', '29']",1053  AUSTIN HWY
2088,Victoria Paredes,"['31', '41', '46']",5509  ROOSEVELT AV
2089,Debra Hernandez,[],3014  RIVAS ST
2090,Daniel Guzman,"['2', '21']",434  DRURY LN
2091,Raul Jimenez,"['21', '28', '29', '29', '31', '39', '41']",2527  VANCE JACKSON
2092,William Emminger,"['10', '18', '18', '32', '32', '34', '34', '34', '37', '39', '39', '41', '42', '42', '43', '46']",9055  MARBACH RD        #106
2093,Diana Garcia,"['18', '20', '21', '22', '28', '30', '31', '33', '38', '39']",6900  SAN PEDRO AV      101
2094,John Payelle,[],2602  N FM 1604 W       #101
2095,Lauren Schumacher,"['2', '6', '6', '9', '9', '19', '22', '28', '29', '33', '35', '36', '36', '37', '39', '39', '39', '39', '45', '47']",849  COMMERCE ST E
2096,Kacie Patrick,[],700  EAST SONTERRA
2097,Monica Caballero,"['19', '30']",2709  SOUTHCROSS W
2098,Daniel Guzman,"['2', '3', '10', '29', '37']",7914  IH 35 S
2099,Victoria Paredes,[],3502  ROOSEVELT AV
2100,Monica Caballero,"['19', '30', '37', '42', '42', '44', '45']",2231  QUINTANA RD
2101,Rebecca Vera,['45'],5201  FLORES ST S
2102,Lauren Schumacher,"['37', '39', '39']",849  COMMERCE ST E
2103,Debra Hernandez,"['2', '30']",1014  WAVERLY AV
2104,Kathleen Prenzler,['30'],519  PIKE PL
2105,Adan Zamora,['30'],1950  RIGSBY AV
2106,Raul Jimenez,"['2', '22', '29', '29', '31', '35']",1801  WEST AV
2107,Diana Garcia,"['22', '30', '39', '45']",6630  SAN PEDRO AV
2108,MICHELLE MORENO,"['21', '42']",6115  INGRAM RD
2109,MICHELLE MORENO,"['21', '22', '32', '45']",5835  CULEBRA RD
2110,Erica Arreola,"['2', '27', '34', '42', '46']",2216  FLORES ST S
2111,MICHELLE MORENO,['21'],4418  CALLAGHAN RD
2112,Lauren Schumacher,"['7', '35']",849  COMMERCE ST E
2113,Adan Zamora,['30'],202  SCHOOL ST
2114,Adan Zamora,['30'],122  WHITTIER ST W
2115,Jacob Johanson,[],620  MCILVAINE ST
2116,Erica Llanas,['30'],17222  FM 2252
2117,Erica Llanas,"['30', '31', '39', '40']",20770  N US HWY 281
2118,Deborah Liu,"['35', '35']",9702  HUEBNER RD
2119,Kassandra Aguilar,"['2', '28', '34', '42', '43', '45']",1815  NEW BRNFLS N
2120,Bamba Njie,"['2', '29', '30']",160  HOUSTON ST E
2121,Victoria Paredes,['41'],3510  ROOSEVELT AV      1
2122,Bernard Capdeboscq,"['14', '21', '28', '30', '39', '43', '45', '45']",4678  WALZEM RD
2123,William Emminger,"['37', '39']",9055  MARBACH RD        #106
2124,Kathleen Prenzler,[],7734  ROBIN REST
2125,Kathleen Prenzler,"['29', '37']",3303  URBAN CREST
2126,Monica Caballero,"['30', '45']",1515  SALTILLO ST
2127,Monica Caballero,['30'],1515  SALTILLO ST
2128,Victoria Paredes,"['34', '34']",4251  PLEASANTON RD
2129,Deborah Liu,"['21', '29']",11330  IH 10 W
2130,Diana Garcia,"['9', '15', '22', '28', '30', '31', '33', '37', '45']",6624  SAN PEDRO AVE
2131,Kathleen Prenzler,['30'],8811  VILLAGE DR
2132,Deborah Liu,[],10127  HUEBNER RD
2133,William Hudson,[],1150  N FM 1604 W
2134,Diana Garcia,"['30', '32', '33', '35', '45', '47']",999  BASSE E
2135,Amanda Cantu,['30'],3065  RIGSBY AV
2136,Jacob Johanson,[],1581  AUSTIN HWY
2137,John Payelle,"['9', '14', '19', '21', '35', '37', '47', '47']",4051  N FM 1604 W
2138,Fermin Garza,['30'],9410  TIMBER PATH
2139,Sumner Bumgardner,[],128  JEFFERSON ST
2140,Bamba Njie,"['2', '3', '9', '22', '28', '29', '33', '41', '43', '43']",146  HOUSTON ST E
2141,Jacob Johanson,"['2', '9', '9', '19', '19', '25', '31', '32', '34', '37', '37', '39', '39', '41']",1533  AUSTIN HWY        #109
2142,Erica Llanas,"['2', '18', '30', '35', '43']",14320  NACOGDOCHES RD
2143,Lauren Schumacher,"['35', '39']",721  ALAMO ST S
2144,Amanda Cantu,"['2', '21', '27', '30', '31', '32', '35', '37', '37']",5122  RIGSBY AV
2145,William Hudson,"['29', '47', '47']",18195  US 281 N
2146,Cicily Martinez,[],1923  BLANCO RD
