,establishment,inspection_date,sector,district,total_score,link,zip_code,address_and_zip,address,separated_address,house_numbers,trimmed_name,split_address,clean_address
6353,las palapas #,2019-06-20,9,A,100,Link,78216,"11860 blanco rd san antonio, tx 782162406",11860 blanco rd ,"['11860', 'blanco', 'rd']",11860, palapas #,blanco rd,blanco
6354,lee's taco garage tex-mex cruisine llc,2019-06-20,16,B,75,Link,78209,"8403 broadway san antonio, tx 782091101",8403 broadway ,"['8403', 'broadway']",8403,lee's taco garage tex-mex cruisine llc,broadway,broadway
6355,losoyas taqueria,2019-06-20,13,B,90,Link,78216,"13444 west av san antonio, tx 782160",13444 west av ,"['13444', 'west', 'av']",13444,losoyas taqueria,west av,west
6356,mcdonalds # 19174,2019-06-20,21,C,99,Link,78244,"6363 fm 78 san antonio, tx 782440",6363 fm 78 ,"['6363', 'fm', '78']",6363,mcdonalds # 19174,fm 78,fm 78
6357,mellow mushroom restaurant,2019-06-20,10,B,100,Link,78258,"115 n fm 1604 e san antonio, tx 782580",115 n fm 1604 e ,"['115', 'n', 'fm', '1604', 'e']",115,mellow mushroom restaurant,n fm 1604 e,n fm 1604
6358,navidad grocery & market,2019-06-20,28,D,98,Link,78207,"2101 el paso st san antonio, tx 782075326",2101 el paso st ,"['2101', 'el', 'paso', 'st']",2101,navidad grocery & market,el paso st,el paso
6359,noor grocery,2019-06-20,7,A,92,Link,78240,"8940 wurzbach rd san antonio, tx 782400",8940 wurzbach rd ,"['8940', 'wurzbach', 'rd']",8940,noor grocery,wurzbach rd,wurzbach
6360,order up,2019-06-20,11,B,93,Link,78209,"999 basse e san antonio, tx 78209",999 basse e ,"['999', 'basse', 'e']",999,order up,basse e,basse
6361,panera bread cafe 4450,2019-06-20,12,B,98,Link,78258,"1203 n fm 1604 w ste. san antonio, tx 78258",1203 n fm 1604 w ste. ,"['1203', 'n', 'fm', '1604', 'w', 'ste.']",1203,paner bread cafe 4450,n fm 1604 w ste.,n fm 1604e.
6362,perfect 10,2019-06-20,13,B,100,Link,78216,"111 loop 410 nw san antonio, tx 782165307",111 loop 410 nw ,"['111', 'loop', '410', 'nw']",111,perfect 10,loop 410 nw,loop 410w
6363,pinkys shaved ice,2019-06-20,19,C,99,Link,78212,"1301 elmira st e san antonio, tx 78212",1301 elmira st e ,"['1301', 'elmira', 'st', 'e']",1301,pinkys shaved ice,elmira st e,elmira
6364,pizza hut #,2019-06-20,3,A,100,Link,78255,"7319 n fm 1604 w san antonio, tx 782550",7319 n fm 1604 w ,"['7319', 'n', 'fm', '1604', 'w']",7319,pizz hut #,n fm 1604 w,n fm 1604
6365,pizza patron #7,2019-06-20,36,D,95,Link,78221,"1320 military dr sw san antonio, tx 782210",1320 military dr sw ,"['1320', 'military', 'dr', 'sw']",1320,pizz patr #7,military dr sw,militaryw
6366,popeyes,2019-06-20,3,A,92,Link,78249,"12826 ih 10 w san antonio, tx 782490",12826 ih 10 w ,"['12826', 'ih', '10', 'w']",12826,popeyes,ih 10 w,ih 10
6367,pretzel time,2019-06-20,31,D,97,Link,78238,"6301 loop 410 nw san antonio, tx 782383801",6301 loop 410 nw ,"['6301', 'loop', '410', 'nw']",6301,pretz time,loop 410 nw,loop 410w
6368,quarry hofbrau & beer garden,2019-06-20,11,B,90,Link,78209,"7310 jones maltsbrg san antonio, tx 782090",7310 jones maltsbrg ,"['7310', 'jones', 'maltsbrg']",7310,quarry hofbrau & beer garden,jones maltsbrg,jones maltsbrg
6369,raising cane's #148,2019-06-20,16,B,100,Link,78209,"8402 broadway san antonio, tx 782091102",8402 broadway ,"['8402', 'broadway']",8402,raising cane's #148,broadway,broadway
6370,residence inn san antonio sea world,2019-06-20,33,D,100,Link,78238,"2838 cinema ridge san antonio, tx 782380",2838 cinema ridge ,"['2838', 'cinema', 'ridge']",2838,residence inn s antonio se world,cinema ridge,cinema ridge
6371,rolandos #2,2019-06-20,25,C,93,Link,78221,"93 shasta av san antonio, tx 782211656",93 shasta av ,"['93', 'shasta', 'av']",93,rolandos #2,shasta av,shasta
6372,ruth's chris steak house,2019-06-20,22,C,91,Link,78205,"600 market st e san antonio, tx 782052623",600 market st e ,"['600', 'market', 'st', 'e']",600,ruth's chris steak house,market st e,market
6373,san antonio residence and rehabilitation,2019-06-20,8,A,98,Link,78230,"7703 briaridge dr san antonio, tx 782304803",7703 briaridge dr ,"['7703', 'briaridge', 'dr']",7703,s antonio residence and rehabilitation,briaridge dr,briaridge
6374,san food mart # 1,2019-06-20,28,D,98,Link,78207,"469 castroville rd san antonio, tx 782075148",469 castroville rd ,"['469', 'castroville', 'rd']",469,s food mart # 1,castroville rd,castroville
6375,smoke restaurant,2019-06-20,20,C,83,Link,78205,"1170 commerce st e san antonio, tx 782050",1170 commerce st e ,"['1170', 'commerce', 'st', 'e']",1170,smoke restaurant,commerce st e,commerce
6376,sodexo kipp san antonio,2019-06-20,28,D,100,Link,78207,"921 el paso st san antonio, tx 782074913",921 el paso st ,"['921', 'el', 'paso', 'st']",921,sodexo kipp s antonio,el paso st,el paso
6377,sonic #2981,2019-06-20,30,D,95,Link,78227,"1730 horal dr san antonio, tx 782270",1730 horal dr ,"['1730', 'horal', 'dr']",1730,sonic #2981,horal dr,horal
6378,south bbq and kitchen,2019-06-20,23,C,95,Link,78214,"2011 mission rd san antonio, tx 78214",2011 mission rd ,"['2011', 'mission', 'rd']",2011,south bbq and kitchen,mission rd,mission
6379,southeast nursing and rehabilitation ctr,2019-06-20,24,C,100,Link,78222,"4302 southcross e san antonio, tx 782223725",4302 southcross e ,"['4302', 'southcross', 'e']",4302,southeast nursing and rehabilitati ctr,southcross e,southcross
6380,springhill suites san antonio seaworld/lackland,2019-06-20,33,D,97,Link,78245,"138 richland hills san antonio, tx 782454114",138 richland hills ,"['138', 'richland', 'hills']",138,springhill suites s antonio seaworld/lackland,richland hills,richland hills
6381,st anthony padua parrish,2019-06-20,16,B,100,Link,78209,"102 lorenz rd san antonio, tx 782092520",102 lorenz rd ,"['102', 'lorenz', 'rd']",102,st anthony padu parrish,lorenz rd,lorenz
6382,stanley's ice station,2019-06-20,29,D,95,Link,78211,"2542 southcross w san antonio, tx 782111849",2542 southcross w ,"['2542', 'southcross', 'w']",2542,stanley's ice station,southcross w,southcross
6383,starbucks coffee_#8931,2019-06-20,31,D,100,Link,78238,"6301 loop 410 nw san antonio, tx 782383801",6301 loop 410 nw ,"['6301', 'loop', '410', 'nw']",6301,starbucks coffee_#8931,loop 410 nw,loop 410w
6384,subway sandwich shop #29845,2019-06-20,36,D,96,Link,78211,"9727 poteet jdtn fy san antonio, tx 782110",9727 poteet jdtn fy ,"['9727', 'poteet', 'jdtn', 'fy']",9727,subway sandwich shop #29845,poteet jdtn fy,poteet jdtn fy
6385,sushi box,2019-06-20,36,D,98,Link,78224,"3150 military dr sw san antonio, tx 782241038",3150 military dr sw ,"['3150', 'military', 'dr', 'sw']",3150,sushi box,military dr sw,militaryw
6386,sweet yams,2019-06-20,20,C,99,Link,78202,"218 cherry st n san antonio, tx 782022714",218 cherry st n ,"['218', 'cherry', 'st', 'n']",218,sweet yams,cherry st n,cherry
6387,taco bell 31395,2019-06-20,30,D,92,Link,78227,"8288 marbach rd san antonio, tx 782270",8288 marbach rd ,"['8288', 'marbach', 'rd']",8288,taco bell 31395,marbach rd,marbach
6388,taco bell 31400,2019-06-20,7,A,100,Link,78229,"9300 wurzbach rd san antonio, tx 782291064",9300 wurzbach rd ,"['9300', 'wurzbach', 'rd']",9300,taco bell 31400,wurzbach rd,wurzbach
6389,taco cabana #251 #,2019-06-20,12,B,96,Link,78248,"1130 n fm 1604 w san antonio, tx 782480",1130 n fm 1604 w ,"['1130', 'n', 'fm', '1604', 'w']",1130,taco caban #251 #,n fm 1604 w,n fm 1604
6390,taqueria ranchero,2019-06-20,24,C,90,Link,78210,"505 fair av san antonio, tx 782100",505 fair av ,"['505', 'fair', 'av']",505,taqueri ranchero,fair av,fair
6391,taqueria jalisco,2019-06-20,26,C,85,Link,78211,"1114 new laredo hwy san antonio, tx 782112934",1114 new laredo hwy ,"['1114', 'new', 'laredo', 'hwy']",1114,taqueri jalisco,new laredo hwy,new laredo hwy
6392,timberhill villa,2019-06-20,31,D,96,Link,78238,"5050 timberhill san antonio, tx 782383542",5050 timberhill ,"['5050', 'timberhill']",5050,timberhill villa,timberhill,timberhill
6393,tokyo gardens catering,2019-06-20,16,B,100,Link,78209,"1955 nacogdoches rd san antonio, tx 782092217",1955 nacogdoches rd ,"['1955', 'nacogdoches', 'rd']",1955,tokyo gardens catering,nacogdoches rd,nacogdoches
6394,torchys tacos,2019-06-20,11,B,92,Link,78209,"999 basse e san antonio, tx 78209",999 basse e ,"['999', 'basse', 'e']",999,torchys tacos,basse e,basse
6395,two brosbbq market,2019-06-20,13,B,96,Link,78216,"12656 west av san antonio, tx 782161827",12656 west av ,"['12656', 'west', 'av']",12656,two brosbbq market,west av,west
6396,vn bistro,2019-06-20,9,A,97,Link,78230,"10003 nw military hy san antonio, tx 782300",10003 nw military hy ,"['10003', 'nw', 'military', 'hy']",10003,vn bistro,nw military hy,nw military hy
6397,whataburger #596,2019-06-20,3,A,100,Link,78256,"6803 n fm 1604 w san antonio, tx 782560",6803 n fm 1604 w ,"['6803', 'n', 'fm', '1604', 'w']",6803,whataburger #596,n fm 1604 w,n fm 1604
6398,wild wing station,2019-06-20,31,D,100,Link,78238,"6301 loop 410 nw san antonio, tx 782383801",6301 loop 410 nw ,"['6301', 'loop', '410', 'nw']",6301,wild wing station,loop 410 nw,loop 410w
6399,"accent food services, llc",2019-06-21,14,B,98,Link,78259,"19500 bulverde rd san antonio, tx 782590",19500 bulverde rd ,"['19500', 'bulverde', 'rd']",19500,"accent food services, llc",bulverde rd,bulverde
6400,bayseas,2019-06-21,20,C,89,Link,78202,"734 new brnfls n san antonio, tx 782022400",734 new brnfls n ,"['734', 'new', 'brnfls', 'n']",734,bayseas,new brnfls n,new brnfls
6401,bill miller bbq #59,2019-06-21,25,C,99,Link,78221,"20135 ih 37 s bexar county, tx 782210","20135 ih 37 s bexar county, tx 782210","['20135', 'ih', '37', 's', 'bexar', 'county,', 'tx', '782210']",20135,bill miller bbq #59,"ih 37 s bexar county, tx 782210","ih 37 bexar county, tx 782210"
6402,burger king #8601,2019-06-21,25,C,100,Link,78112,"20280 ih 37 s bexar county, tx 781121421","20280 ih 37 s bexar county, tx 781121421","['20280', 'ih', '37', 's', 'bexar', 'county,', 'tx', '781121421']",20280,burger king #8601,"ih 37 s bexar county, tx 781121421","ih 37 bexar county, tx 781121421"
6403,cafe oish - oic,2019-06-21,13,B,95,Link,78216,"100 loop 410 ne san antonio, tx 782164741",100 loop 410 ne ,"['100', 'loop', '410', 'ne']",100,cafe oish - oic,loop 410 ne,loop 410e
6404,catering don strange,2019-06-21,31,D,88,Link,78228,"1551 bandera rd san antonio, tx 782284006",1551 bandera rd ,"['1551', 'bandera', 'rd']",1551,catering d strange,bandera rd,bandera
6405,china sea restaurant,2019-06-21,15,B,93,Link,78217,"4300 thousand oaks san antonio, tx 782172102",4300 thousand oaks ,"['4300', 'thousand', 'oaks']",4300,chin se restaurant,thousand oaks,thousand oaks
6406,circle k # 2742269,2019-06-21,30,D,95,Link,78227,"9022 marbach rd san antonio, tx 782271810",9022 marbach rd ,"['9022', 'marbach', 'rd']",9022,circle k # 2742269,marbach rd,marbach
6407,coronado at stone oak,2019-06-21,10,B,100,Link,78258,"19638 stone oak py san antonio, tx 782580",19638 stone oak py ,"['19638', 'stone', 'oak', 'py']",19638,coronado at stone oak,stone oak py,stone oak py
6408,eastside kitchenette,2019-06-21,20,C,81,Link,78208,"2119 ih 35 n san antonio, tx 782080",2119 ih 35 n ,"['2119', 'ih', '35', 'n']",2119,eastsi kitchenette,ih 35 n,ih 35
6409,el pollo loco #3777,2019-06-21,11,B,88,Link,78216,"7327 san pedro av san antonio, tx 782166225",7327 san pedro av ,"['7327', 'san', 'pedro', 'av']",7327, pollo loco #3777,san pedro av,san pedro
6410,gypsy cafe,2019-06-21,12,B,98,Link,78232,"2813 thousand oaks san antonio, tx 782324107",2813 thousand oaks ,"['2813', 'thousand', 'oaks']",2813,gypsy cafe,thousand oaks,thousand oaks
6411,jack box_#856,2019-06-21,31,D,93,Link,78228,"1619 bandera rd san antonio, tx 782283804",1619 bandera rd ,"['1619', 'bandera', 'rd']",1619,jack box_#856,bandera rd,bandera
6412,kfc taco bell e003013,2019-06-21,15,B,98,Link,78247,"2907 thousand oaks san antonio, tx 782473312",2907 thousand oaks ,"['2907', 'thousand', 'oaks']",2907,kfc taco bell e003013,thousand oaks,thousand oaks
6413,la michoacana meat market,2019-06-21,15,B,90,Link,78217,"13107 nacogdoches rd san antonio, tx 782171536",13107 nacogdoches rd ,"['13107', 'nacogdoches', 'rd']",13107,l michoacan meat market,nacogdoches rd,nacogdoches
6414,la quinta inn & suites,2019-06-21,21,C,100,Link,78219,"6111 ih 10 e san antonio, tx 78219",6111 ih 10 e ,"['6111', 'ih', '10', 'e']",6111,l quint inn & suites,ih 10 e,ih 10
6415,meridian care at grayson square,2019-06-21,19,C,99,Link,78208,"815 grayson st e san antonio, tx 782081014",815 grayson st e ,"['815', 'grayson', 'st', 'e']",815,meridi care at grays square,grayson st e,grayson
6416,pig stand #29,2019-06-21,19,C,91,Link,78215,"1508 broadway san antonio, tx 782151251",1508 broadway ,"['1508', 'broadway']",1508,pig stand #29,broadway,broadway
6417,ramis pizza,2019-06-21,15,B,100,Link,78217,"4189 naco perrin bv san antonio, tx 782172505",4189 naco perrin bv ,"['4189', 'naco', 'perrin', 'bv']",4189,ramis pizza,naco perrin bv,naco perrin
6418,sabor!cocina mexicana,2019-06-21,5,A,94,Link,78250,"8425 bandera rd san antonio, tx 78250",8425 bandera rd ,"['8425', 'bandera', 'rd']",8425,sabor!cocin mexicana,bandera rd,bandera
6419,san antonio aids foundation,2019-06-21,19,C,100,Link,78208,"818 grayson st e san antonio, tx 78208",818 grayson st e ,"['818', 'grayson', 'st', 'e']",818,s antonio aids foundation,grayson st e,grayson
6420,simple chinese,2019-06-21,20,C,94,Link,78208,"1815 new brnfls n san antonio, tx 782080",1815 new brnfls n ,"['1815', 'new', 'brnfls', 'n']",1815,simple chinese,new brnfls n,new brnfls
6421,sonic #6450,2019-06-21,25,C,97,Link,78112,"4039 s 1604 e sa (limited annex), tx 781120","4039 s 1604 e sa (limited annex), tx 781120","['4039', 's', '1604', 'e', 'sa', '(limited', 'annex),', 'tx', '781120']",4039,sonic #6450,"s 1604 e sa (limited annex), tx 781120","s 1604a (limited annex), tx 781120"
6422,southerleigh fine food & brewery,2019-06-21,19,C,97,Link,78215,"136 grayson st e san antonio, tx 782150",136 grayson st e ,"['136', 'grayson', 'st', 'e']",136,southerleigh fine food & brewery,grayson st e,grayson
6423,stone oak care center,2019-06-21,10,B,100,Link,78258,"503 madison oak dr san antonio, tx 782580",503 madison oak dr ,"['503', 'madison', 'oak', 'dr']",503,stone oak care center,madison oak dr,madison oak
6424,subway # 23599,2019-06-21,10,B,100,Link,78258,"23503 hardy oak blvd san antonio, tx 78258",23503 hardy oak blvd ,"['23503', 'hardy', 'oak', 'blvd']",23503,subway # 23599,hardy oak blvd,hardy oak
6425,tex-best travel center # 501,2019-06-21,25,C,100,Link,78112,"20290 ih 37 s sa (limited annex), tx 781129700","20290 ih 37 s sa (limited annex), tx 781129700","['20290', 'ih', '37', 's', 'sa', '(limited', 'annex),', 'tx', '781129700']",20290,tex-best trav center # 501,"ih 37 s sa (limited annex), tx 781129700","ih 37a (limited annex), tx 781129700"
6426,the good kind,2019-06-21,19,C,92,Link,78215,"312 pearl py san antonio, tx 782150",312 pearl py ,"['312', 'pearl', 'py']",312, good kind,pearl py,pearl py
6427,the waterford,2019-06-21,15,B,100,Link,78217,"4243 thousand oaks san antonio, tx 782170",4243 thousand oaks ,"['4243', 'thousand', 'oaks']",4243, waterford,thousand oaks,thousand oaks
6428,tiff's treats,2019-06-21,10,B,100,Link,78232,"139 n 1604 e san antonio, tx 78232",139 n 1604 e ,"['139', 'n', '1604', 'e']",139,tiff's treats,n 1604 e,n 1604
6429,tin's cafe,2019-06-21,13,B,98,Link,78216,"40 loop 410 ne san antonio, tx 782165828",40 loop 410 ne ,"['40', 'loop', '410', 'ne']",40,tin's cafe,loop 410 ne,loop 410e
6430,toro kitchen and bar,2019-06-21,20,C,98,Link,78205,"1142 commerce st e san antonio, tx 78205",1142 commerce st e ,"['1142', 'commerce', 'st', 'e']",1142,toro kitchen and bar,commerce st e,commerce
6431,valley mart # 10,2019-06-21,25,C,93,Link,78221,"20275 ih 37 s bexar county, tx 782210","20275 ih 37 s bexar county, tx 782210","['20275', 'ih', '37', 's', 'bexar', 'county,', 'tx', '782210']",20275,valley mart # 10,"ih 37 s bexar county, tx 782210","ih 37 bexar county, tx 782210"
6432,whataburger # 919,2019-06-21,25,C,99,Link,78264,"4125 s 1604 e sa (limited annex), tx 782640","4125 s 1604 e sa (limited annex), tx 782640","['4125', 's', '1604', 'e', 'sa', '(limited', 'annex),', 'tx', '782640']",4125,whataburger # 919,"s 1604 e sa (limited annex), tx 782640","s 1604a (limited annex), tx 782640"
6433,el taco grill,2019-06-22,10,B,85,Link,78258,"19211 huebner rd san antonio, tx 782580",19211 huebner rd ,"['19211', 'huebner', 'rd']",19211, taco grill,huebner rd,huebner
6434,flamingo reys island ice,2019-06-22,10,B,95,Link,78258,"20223 huebner rd san antonio, tx 782580",20223 huebner rd ,"['20223', 'huebner', 'rd']",20223,flamingo reys island ice,huebner rd,huebner
6435,marble slab creamery #922,2019-06-22,11,B,99,Link,78216,"7400 san pedro av san antonio, tx 782165353",7400 san pedro av ,"['7400', 'san', 'pedro', 'av']",7400,marble slab creamery #922,san pedro av,san pedro
6436,papi's barbacoa,2019-06-22,5,A,100,Link,78251,"8373 culebra rd san antonio, tx 782511602",8373 culebra rd ,"['8373', 'culebra', 'rd']",8373,papi's barbacoa,culebra rd,culebra
6437,rios barbacoa,2019-06-22,5,A,98,Link,78250,"9815 culebra rd san antonio, tx 782503702",9815 culebra rd ,"['9815', 'culebra', 'rd']",9815,rios barbacoa,culebra rd,culebra
6438,rios barbacoa express #,2019-06-22,5,A,95,Link,78251,"7870 culebra rd san antonio, tx 782511400",7870 culebra rd ,"['7870', 'culebra', 'rd']",7870,rios barbaco express #,culebra rd,culebra
6439,subway sandwich shop #33362 #,2019-06-22,11,B,95,Link,78216,"7400 san pedro av san antonio, tx 782165353",7400 san pedro av ,"['7400', 'san', 'pedro', 'av']",7400,subway sandwich shop #33362 #,san pedro av,san pedro
6440,wendys # 11295,2019-06-22,11,B,96,Link,78216,"7400 san pedro av san antonio, tx 782165353",7400 san pedro av ,"['7400', 'san', 'pedro', 'av']",7400,wendys # 11295,san pedro av,san pedro
6441,aloft hotel,2019-06-23,11,B,97,Link,78216,"838 loop 410 nw san antonio, tx 782165616",838 loop 410 nw ,"['838', 'loop', '410', 'nw']",838,aloft hotel,loop 410 nw,loop 410w
6442,hyatt place san antonio airport,2019-06-23,11,B,95,Link,78216,"7615 jones maltsbrg san antonio, tx 782160",7615 jones maltsbrg ,"['7615', 'jones', 'maltsbrg']",7615,hyatt place s antonio airport,jones maltsbrg,jones maltsbrg
6443,racheal's,2019-06-23,11,B,92,Link,78216,"5510 blanco rd san antonio, tx 78216",5510 blanco rd ,"['5510', 'blanco', 'rd']",5510,racheal's,blanco rd,blanco
6444,rios barbacoa #,2019-06-23,26,C,86,Link,78211,"5707 zarzamora st s san antonio, tx 782112024",5707 zarzamora st s ,"['5707', 'zarzamora', 'st', 's']",5707,rios barbaco #,zarzamora st s,zarzamora
6445,alamo dairy queen - culebra,2019-06-24,31,D,93,Link,78228,"3436 culebra rd san antonio, tx 782286000",3436 culebra rd ,"['3436', 'culebra', 'rd']",3436,alamo dairy queen - culebra,culebra rd,culebra
6446,amanda's cafe,2019-06-24,36,D,92,Link,78211,"1759 palo alto rd san antonio, tx 782114029",1759 palo alto rd ,"['1759', 'palo', 'alto', 'rd']",1759,amanda's cafe,palo alto rd,palo alto
